2025-04-14 21:36:35,862 - ZucoExtractor - INFO - Found 32 .mat files
2025-04-14 21:36:35,895 - ZucoExtractor - INFO - Found 390 sentences in resultsYAG_TSR.mat
2025-04-14 21:36:42,166 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 65
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 66
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 67
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 68
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 69
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 70
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 71
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 72
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 73
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 74
2025-04-14 21:36:42,167 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 75
2025-04-14 21:36:42,168 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 76
2025-04-14 21:36:42,168 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 77
2025-04-14 21:36:42,168 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 78
2025-04-14 21:36:42,168 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 79
2025-04-14 21:36:42,168 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 80
2025-04-14 21:36:42,168 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 81
2025-04-14 21:36:42,168 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 82
2025-04-14 21:36:42,168 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 83
2025-04-14 21:36:42,169 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 84
2025-04-14 21:36:42,169 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 85
2025-04-14 21:36:42,169 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 86
2025-04-14 21:36:42,169 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 87
2025-04-14 21:36:42,169 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 88
2025-04-14 21:36:42,169 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 89
2025-04-14 21:36:42,169 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 90
2025-04-14 21:36:42,170 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 91
2025-04-14 21:36:42,170 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 92
2025-04-14 21:36:42,170 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 93
2025-04-14 21:36:42,170 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 94
2025-04-14 21:36:42,170 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 95
2025-04-14 21:36:42,170 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 96
2025-04-14 21:36:42,170 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 97
2025-04-14 21:36:42,170 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 98
2025-04-14 21:36:42,170 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 99
2025-04-14 21:36:42,171 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 100
2025-04-14 21:36:42,171 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 101
2025-04-14 21:36:42,171 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 102
2025-04-14 21:36:42,171 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 103
2025-04-14 21:36:42,171 - ZucoExtractor - WARNING - Non-reference word data in sentence 87, word 104
2025-04-14 21:36:42,218 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 0
2025-04-14 21:36:42,218 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 1
2025-04-14 21:36:42,218 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 2
2025-04-14 21:36:42,218 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 3
2025-04-14 21:36:42,218 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 4
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 5
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 6
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 7
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 8
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 9
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 10
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 11
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 12
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 13
2025-04-14 21:36:42,219 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 14
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 15
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 16
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 17
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 18
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 19
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 20
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 21
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 22
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 23
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 24
2025-04-14 21:36:42,220 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 25
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 26
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 27
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 28
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 29
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 30
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 31
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 32
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 33
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 34
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 35
2025-04-14 21:36:42,221 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 36
2025-04-14 21:36:42,222 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 37
2025-04-14 21:36:42,222 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 38
2025-04-14 21:36:42,222 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 39
2025-04-14 21:36:42,222 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 40
2025-04-14 21:36:42,222 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 41
2025-04-14 21:36:42,222 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 42
2025-04-14 21:36:42,222 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 43
2025-04-14 21:36:42,223 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 44
2025-04-14 21:36:42,223 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 45
2025-04-14 21:36:42,223 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 46
2025-04-14 21:36:42,223 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 47
2025-04-14 21:36:42,223 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 48
2025-04-14 21:36:42,223 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 49
2025-04-14 21:36:42,223 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 50
2025-04-14 21:36:42,223 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 51
2025-04-14 21:36:42,223 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 52
2025-04-14 21:36:42,224 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 53
2025-04-14 21:36:42,224 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 54
2025-04-14 21:36:42,224 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 55
2025-04-14 21:36:42,224 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 56
2025-04-14 21:36:42,224 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 57
2025-04-14 21:36:42,224 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 58
2025-04-14 21:36:42,224 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 59
2025-04-14 21:36:42,224 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 60
2025-04-14 21:36:42,224 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 61
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 62
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 63
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 64
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 65
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 66
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 67
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 68
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 69
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 70
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 71
2025-04-14 21:36:42,225 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 72
2025-04-14 21:36:42,226 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 73
2025-04-14 21:36:42,226 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 74
2025-04-14 21:36:42,226 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 75
2025-04-14 21:36:42,226 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 76
2025-04-14 21:36:42,226 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 77
2025-04-14 21:36:42,226 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 78
2025-04-14 21:36:42,226 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 79
2025-04-14 21:36:42,226 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 80
2025-04-14 21:36:42,226 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 81
2025-04-14 21:36:42,227 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 82
2025-04-14 21:36:42,227 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 83
2025-04-14 21:36:42,227 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 84
2025-04-14 21:36:42,227 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 85
2025-04-14 21:36:42,227 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 86
2025-04-14 21:36:42,227 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 87
2025-04-14 21:36:42,227 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 88
2025-04-14 21:36:42,227 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 89
2025-04-14 21:36:42,227 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 90
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 91
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 92
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 93
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 94
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 95
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 96
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 97
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 98
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 99
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 100
2025-04-14 21:36:42,228 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 101
2025-04-14 21:36:42,229 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 102
2025-04-14 21:36:42,229 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 103
2025-04-14 21:36:42,229 - ZucoExtractor - WARNING - Non-reference word data in sentence 88, word 104
2025-04-14 21:36:42,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 0
2025-04-14 21:36:42,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 1
2025-04-14 21:36:42,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 2
2025-04-14 21:36:42,272 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 3
2025-04-14 21:36:42,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 4
2025-04-14 21:36:42,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 5
2025-04-14 21:36:42,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 6
2025-04-14 21:36:42,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 7
2025-04-14 21:36:42,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 8
2025-04-14 21:36:42,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 9
2025-04-14 21:36:42,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 10
2025-04-14 21:36:42,273 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 11
2025-04-14 21:36:42,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 12
2025-04-14 21:36:42,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 13
2025-04-14 21:36:42,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 14
2025-04-14 21:36:42,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 15
2025-04-14 21:36:42,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 16
2025-04-14 21:36:42,274 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 17
2025-04-14 21:36:42,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 18
2025-04-14 21:36:42,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 19
2025-04-14 21:36:42,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 20
2025-04-14 21:36:42,275 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 21
2025-04-14 21:36:42,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 22
2025-04-14 21:36:42,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 23
2025-04-14 21:36:42,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 24
2025-04-14 21:36:42,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 25
2025-04-14 21:36:42,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 26
2025-04-14 21:36:42,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 27
2025-04-14 21:36:42,276 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 28
2025-04-14 21:36:42,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 29
2025-04-14 21:36:42,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 30
2025-04-14 21:36:42,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 31
2025-04-14 21:36:42,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 32
2025-04-14 21:36:42,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 33
2025-04-14 21:36:42,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 34
2025-04-14 21:36:42,277 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 35
2025-04-14 21:36:42,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 36
2025-04-14 21:36:42,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 37
2025-04-14 21:36:42,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 38
2025-04-14 21:36:42,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 39
2025-04-14 21:36:42,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 40
2025-04-14 21:36:42,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 41
2025-04-14 21:36:42,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 42
2025-04-14 21:36:42,278 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 43
2025-04-14 21:36:42,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 44
2025-04-14 21:36:42,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 45
2025-04-14 21:36:42,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 46
2025-04-14 21:36:42,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 47
2025-04-14 21:36:42,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 48
2025-04-14 21:36:42,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 49
2025-04-14 21:36:42,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 50
2025-04-14 21:36:42,279 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 51
2025-04-14 21:36:42,280 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 52
2025-04-14 21:36:42,280 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 53
2025-04-14 21:36:42,280 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 54
2025-04-14 21:36:42,280 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 55
2025-04-14 21:36:42,280 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 56
2025-04-14 21:36:42,280 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 57
2025-04-14 21:36:42,280 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 58
2025-04-14 21:36:42,280 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 59
2025-04-14 21:36:42,280 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 60
2025-04-14 21:36:42,281 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 61
2025-04-14 21:36:42,281 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 62
2025-04-14 21:36:42,281 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 63
2025-04-14 21:36:42,281 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 64
2025-04-14 21:36:42,281 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 65
2025-04-14 21:36:42,281 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 66
2025-04-14 21:36:42,281 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 67
2025-04-14 21:36:42,281 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 68
2025-04-14 21:36:42,281 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 69
2025-04-14 21:36:42,282 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 70
2025-04-14 21:36:42,282 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 71
2025-04-14 21:36:42,282 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 72
2025-04-14 21:36:42,282 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 73
2025-04-14 21:36:42,282 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 74
2025-04-14 21:36:42,282 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 75
2025-04-14 21:36:42,283 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 76
2025-04-14 21:36:42,283 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 77
2025-04-14 21:36:42,283 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 78
2025-04-14 21:36:42,283 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 79
2025-04-14 21:36:42,283 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 80
2025-04-14 21:36:42,283 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 81
2025-04-14 21:36:42,283 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 82
2025-04-14 21:36:42,283 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 83
2025-04-14 21:36:42,284 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 84
2025-04-14 21:36:42,284 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 85
2025-04-14 21:36:42,284 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 86
2025-04-14 21:36:42,284 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 87
2025-04-14 21:36:42,284 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 88
2025-04-14 21:36:42,284 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 89
2025-04-14 21:36:42,284 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 90
2025-04-14 21:36:42,285 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 91
2025-04-14 21:36:42,285 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 92
2025-04-14 21:36:42,285 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 93
2025-04-14 21:36:42,285 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 94
2025-04-14 21:36:42,286 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 95
2025-04-14 21:36:42,286 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 96
2025-04-14 21:36:42,286 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 97
2025-04-14 21:36:42,286 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 98
2025-04-14 21:36:42,286 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 99
2025-04-14 21:36:42,286 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 100
2025-04-14 21:36:42,287 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 101
2025-04-14 21:36:42,287 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 102
2025-04-14 21:36:42,287 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 103
2025-04-14 21:36:42,287 - ZucoExtractor - WARNING - Non-reference word data in sentence 89, word 104
2025-04-14 21:36:42,369 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 0
2025-04-14 21:36:42,370 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 1
2025-04-14 21:36:42,370 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 2
2025-04-14 21:36:42,370 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 3
2025-04-14 21:36:42,370 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 4
2025-04-14 21:36:42,370 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 5
2025-04-14 21:36:42,370 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 6
2025-04-14 21:36:42,371 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 7
2025-04-14 21:36:42,371 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 8
2025-04-14 21:36:42,371 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 9
2025-04-14 21:36:42,371 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 10
2025-04-14 21:36:42,371 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 11
2025-04-14 21:36:42,371 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 12
2025-04-14 21:36:42,371 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 13
2025-04-14 21:36:42,371 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 14
2025-04-14 21:36:42,372 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 15
2025-04-14 21:36:42,372 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 16
2025-04-14 21:36:42,372 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 17
2025-04-14 21:36:42,372 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 18
2025-04-14 21:36:42,372 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 19
2025-04-14 21:36:42,372 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 20
2025-04-14 21:36:42,372 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 21
2025-04-14 21:36:42,372 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 22
2025-04-14 21:36:42,373 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 23
2025-04-14 21:36:42,373 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 24
2025-04-14 21:36:42,373 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 25
2025-04-14 21:36:42,373 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 26
2025-04-14 21:36:42,373 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 27
2025-04-14 21:36:42,373 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 28
2025-04-14 21:36:42,373 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 29
2025-04-14 21:36:42,373 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 30
2025-04-14 21:36:42,373 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 31
2025-04-14 21:36:42,374 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 32
2025-04-14 21:36:42,374 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 33
2025-04-14 21:36:42,374 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 34
2025-04-14 21:36:42,374 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 35
2025-04-14 21:36:42,374 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 36
2025-04-14 21:36:42,374 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 37
2025-04-14 21:36:42,374 - ZucoExtractor - WARNING - Non-reference word data in sentence 90, word 38
